Survey,Year,Quarter,Ship,AphiaID,Species,LngtClass,Sex,Maturity,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10
BTS,2013,3,END,127143,Pleuronectes platessa,100,M,-9,2,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,110,F,-9,0,3,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,110,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,120,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,120,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,130,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,130,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,140,F,-9,0,3,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,140,M,-9,0,8,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,150,F,-9,0,7,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,150,M,-9,0,12,1,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,160,F,-9,0,12,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,160,M,-9,0,15,1,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,170,F,-9,0,14,1,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,170,M,-9,0,19,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,180,F,-9,0,15,2,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,180,M,-9,0,16,2,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,190,F,-9,0,17,6,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,190,M,-9,0,8,14,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,200,F,-9,0,9,6,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,200,M,-9,0,10,16,7,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,210,F,-9,0,5,13,3,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,210,M,-9,0,6,17,9,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,220,F,-9,0,6,14,2,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,220,M,-9,0,2,19,17,1,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,230,F,-9,0,5,16,9,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,230,M,-9,0,1,18,22,1,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,240,F,-9,0,4,23,10,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,240,M,-9,0,1,11,22,4,1,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,250,F,-9,0,1,13,20,1,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,250,M,-9,0,0,5,22,8,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,260,F,-9,0,1,20,17,3,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,260,M,-9,0,0,4,22,9,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,270,F,-9,0,0,11,24,1,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,270,M,-9,0,0,9,18,10,2,0,1,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,280,F,-9,0,0,8,28,5,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,280,M,-9,0,0,2,11,15,4,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,290,F,-9,0,0,5,28,6,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,290,M,-9,0,0,1,14,14,2,3,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,300,F,-9,0,0,3,21,9,2,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,300,M,-9,0,0,0,7,19,3,2,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,310,F,-9,0,0,3,15,12,1,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,310,M,-9,0,0,0,6,11,2,0,1,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,320,F,-9,0,0,2,14,16,3,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,320,M,-9,0,0,1,1,10,4,1,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,330,F,-9,0,0,1,13,14,2,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,330,M,-9,0,0,0,0,4,6,1,0,1,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,340,F,-9,0,0,1,8,18,3,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,340,M,-9,0,0,0,2,4,6,1,1,1,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,350,F,-9,0,0,0,7,15,2,1,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,350,M,-9,0,0,0,1,1,5,1,0,1,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,360,F,-9,0,0,0,6,16,2,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,360,M,-9,0,0,0,0,2,2,0,1,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,370,F,-9,0,0,0,1,17,4,1,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,370,M,-9,0,0,0,0,1,0,0,1,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,380,F,-9,0,0,0,1,8,6,1,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,380,M,-9,0,0,0,0,1,0,1,0,2,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,390,F,-9,0,0,0,1,6,4,5,0,1,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,390,M,-9,0,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,400,F,-9,0,0,0,0,9,5,2,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,410,F,-9,0,0,0,0,2,3,4,0,1,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,420,F,-9,0,0,0,0,1,2,3,2,1,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,430,F,-9,0,0,0,0,0,3,2,1,2,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,440,F,-9,0,0,0,0,0,2,2,2,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,450,F,-9,0,0,0,0,0,2,4,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,460,F,-9,0,0,0,0,0,0,0,1,1,0,1
BTS,2013,3,END,127143,Pleuronectes platessa,480,F,-9,0,0,0,0,0,1,0,0,1,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,490,F,-9,0,0,0,0,0,0,1,0,1,2,0
BTS,2013,3,END,127143,Pleuronectes platessa,500,F,-9,0,0,0,0,0,0,1,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,510,F,-9,0,0,0,0,0,0,0,0,0,0,1
BTS,2013,3,END,127143,Pleuronectes platessa,520,F,-9,0,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,530,F,-9,0,0,0,0,0,0,0,0,0,0,1
BTS,2013,3,END,127143,Pleuronectes platessa,560,F,-9,0,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,570,F,-9,0,0,0,0,0,0,0,1,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,580,F,-9,0,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127143,Pleuronectes platessa,600,F,-9,0,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,80,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,90,M,-9,0,10,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,100,-9,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,100,F,-9,0,8,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,100,M,-9,0,12,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,110,-9,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,110,F,-9,0,14,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,110,M,-9,0,22,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,120,F,-9,0,20,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,120,M,-9,0,22,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,130,-9,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,130,F,-9,0,20,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,130,M,-9,0,14,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,140,F,-9,0,8,2,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,140,M,-9,0,18,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,150,F,-9,0,16,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,150,M,-9,0,4,4,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,160,F,-9,0,6,4,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,160,M,-9,0,6,14,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,170,F,-9,0,0,12,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,170,M,-9,0,4,24,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,180,F,-9,0,0,14,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,180,M,-9,0,0,38,6,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,190,F,-9,0,0,28,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,190,M,-9,0,0,34,20,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,200,F,-9,0,0,34,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,200,M,-9,0,0,40,42,10,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,210,F,-9,0,0,34,12,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,210,M,-9,0,0,22,54,14,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,220,F,-9,0,0,18,32,4,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,220,M,-9,0,0,12,48,32,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,230,F,-9,0,0,20,56,4,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,230,M,-9,0,0,6,38,36,6,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,240,F,-9,0,0,4,80,10,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,240,M,-9,0,0,0,16,34,16,2,0,2,0,0
BTS,2013,3,END,127160,Solea solea,250,F,-9,0,0,0,68,18,0,0,0,2,0,0
BTS,2013,3,END,127160,Solea solea,250,M,-9,0,0,2,8,30,12,4,2,6,0,0
BTS,2013,3,END,127160,Solea solea,260,F,-9,0,0,0,84,22,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,260,M,-9,0,0,0,2,12,14,4,2,14,4,0
BTS,2013,3,END,127160,Solea solea,270,F,-9,0,0,0,22,34,2,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,270,M,-9,0,0,0,0,8,10,4,4,8,0,0
BTS,2013,3,END,127160,Solea solea,280,F,-9,0,0,0,6,34,2,2,0,2,0,0
BTS,2013,3,END,127160,Solea solea,280,M,-9,0,0,0,4,8,2,0,4,2,4,0
BTS,2013,3,END,127160,Solea solea,290,F,-9,0,0,0,6,30,10,2,0,0,0,0
BTS,2013,3,END,127160,Solea solea,290,M,-9,0,0,0,0,2,0,2,0,4,2,2
BTS,2013,3,END,127160,Solea solea,300,F,-9,0,0,0,0,8,10,4,2,0,0,0
BTS,2013,3,END,127160,Solea solea,300,M,-9,0,0,0,0,0,0,0,0,2,2,0
BTS,2013,3,END,127160,Solea solea,310,F,-9,0,0,0,0,12,14,0,4,2,0,0
BTS,2013,3,END,127160,Solea solea,310,M,-9,0,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,320,F,-9,0,0,0,0,6,6,0,0,4,0,0
BTS,2013,3,END,127160,Solea solea,320,M,-9,0,0,0,0,0,0,4,0,0,0,0
BTS,2013,3,END,127160,Solea solea,330,F,-9,0,0,0,2,6,4,4,2,2,0,0
BTS,2013,3,END,127160,Solea solea,330,M,-9,0,0,0,0,2,0,2,0,0,0,0
BTS,2013,3,END,127160,Solea solea,340,F,-9,0,0,0,0,2,2,4,6,2,0,0
BTS,2013,3,END,127160,Solea solea,340,M,-9,0,0,0,0,0,0,4,0,0,2,0
BTS,2013,3,END,127160,Solea solea,350,F,-9,0,0,0,0,0,6,2,0,2,0,0
BTS,2013,3,END,127160,Solea solea,350,M,-9,0,0,0,0,0,0,0,0,2,0,0
BTS,2013,3,END,127160,Solea solea,370,F,-9,0,0,0,0,0,0,0,2,0,2,0
BTS,2013,3,END,127160,Solea solea,380,F,-9,0,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,END,127160,Solea solea,390,F,-9,0,0,0,0,0,0,0,0,2,2,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,93,F,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,97,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,103,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,104,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,105,F,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,113,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,116,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,118,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,119,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,121,F,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,121,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,122,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,124,F,-9,0,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,125,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,127,F,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,128,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,130,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,131,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,133,F,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,133,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,135,F,-9,1,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,136,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,137,F,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,138,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,138,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,140,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,141,F,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,142,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,142,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,144,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,145,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,145,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,146,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,147,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,148,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,148,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,149,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,150,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,151,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,151,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,152,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,153,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,154,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,155,M,-9,1,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,157,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,158,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,158,M,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,159,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,160,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,160,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,161,M,-9,1,0,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,162,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,163,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,165,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,165,M,-9,0,1,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,166,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,166,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,167,F,-9,0,3,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,167,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,168,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,168,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,169,M,-9,0,3,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,171,M,-9,0,3,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,172,M,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,173,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,173,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,174,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,174,M,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,176,M,-9,0,3,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,177,M,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,178,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,178,M,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,179,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,179,M,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,180,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,181,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,182,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,182,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,183,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,183,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,184,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,184,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,185,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,186,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,187,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,187,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,188,M,-9,0,1,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,189,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,190,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,190,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,192,M,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,193,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,193,M,-9,0,2,2,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,194,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,195,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,195,M,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,196,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,197,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,197,M,-9,0,1,1,1,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,198,M,-9,0,1,2,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,199,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,200,F,-9,0,1,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,201,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,201,M,-9,0,1,2,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,202,F,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,202,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,203,M,-9,0,2,0,1,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,204,F,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,204,M,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,205,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,206,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,206,M,-9,0,0,0,3,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,208,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,208,M,-9,0,0,2,1,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,209,F,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,209,M,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,210,M,-9,0,0,0,1,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,211,F,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,211,M,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,212,M,-9,0,2,2,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,213,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2013,3,ISI,127143,Pleuronectes platessa,214,F,-9,0,0,1,1,0,0,0,0,0,0,0
